1,1
2,1
3,1
4,1
6,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
1,2
1,3
2,2
2,3
3,2
3,3
4,2
4,3
4,4
5,4
6,2
6,3
6,4
7,4
8,4
9,2
9,3
10,2
10,3
11,2
11,3
12,2
12,3
13,2
14,2
15,2
16,2
31,2
31,3
31,4
32,2
32,3
32,4
32,5
33,2
33,3
33,4
33,5
34,4
34,5
35,4
35,5
36,1
36,2
36,3
36,4
36,5
