01,Bumthang
02,Chhukha
03,Dagana
04,Gasa
05,Haa
06,Lhuentse
07,Mongar
08,Paro
09,Pema Gatshel
10,Punakha
11,Samdrup Jongkhar
12,Samtse
13,Sarpang
14,Thimphu
15,Trashigang
16,Trashiyangtse
17,Trongsa
18,Tsirang
19,Wangdue Phodrang
20,Zhemgang
99,Others
88,Thimphu Thromde
77,Gelephu Thromde
66,Phuntsholing Thromde
55,SJongkhar Thromde
21,India
22,Japan
23,England
24,Bangladesh
25,Sri Lanka
