1,General
2,Dzongkha
3,Rigzhung
4,English
5,Media Studies
6,Literature in English
7,Maths
8,Business Maths
9,ICT Literacy
10,Computer Studies/ IT
11,Computer Application
12,History/Civics
13,Geography
14,Physics
15,Chemistry
16,Biology
17,Agriculture and Food Security
18,Environmental Science
19,Science
20,Economics
21,Commerce
22,Accountacy
23,Arts and Craft
24,Life Skill/ Career Education/Counsellor
25,Value Education
26,Health and Physical Education
27,TVET
